,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
264,265,25.42349371671895,20.81083546957703,-0.64141394241455,3,-1,(3;-1),Ligação,-0.5579997819,-0.3706142751,0.3277709362,-0.6008431208
265,266,19.60590875922701,17.14170616861792,2.09003741079471,3,-3,(3;-3),Nuclear,-1635099.685,-1635096.824,-1635074.329,-4905270.838
266,267,21.46968515930115,19.85759972579415,-0.04014452022138,3,-1,(3;-1),Ligação,-0.006269877134,-0.004911682461,0.02889673629,0.0177151767
267,268,26.0052752252695,21.10146969138721,1.43147307368407,3,-1,(3;-1),Ligação,-0.4578258766,-0.4174594658,0.3464113003,-0.5288740421
268,269,24.51760146588568,20.85694714504173,-3.09933578245144,3,-1,(3;-1),Ligação,-1.354863894,-1.343356417,0.7823462393,-1.915874071
269,270,20.26062905578768,18.01835065358234,1.25824087527189,3,-1,(3;-1),Ligação,-1.420096785,-1.324731203,0.8492024606,-1.895625527
270,271,21.62572795812458,20.23809736369526,0.56108089260867,3,1,(3;+1),Anel,-0.004707765733,0.00822592162,0.01620675145,0.01972490734
271,272,11.56190521921501,17.34931283823373,10.46813190051257,3,-1,(3;-1),Ligação,-0.5419846264,-0.503179115,0.4006965066,-0.6444672349
272,273,24.52598450393703,21.39688388844141,3.32585027935746,3,-1,(3;-1),Ligação,-0.4440574142,-0.4113069606,0.3398326887,-0.5155316861
273,274,18.605843842791,16.27409207119626,1.63122402818597,3,-1,(3;-1),Ligação,-1.508263728,-1.420401302,0.8105839009,-2.118081129
274,275,20.4998375493203,18.33588616816329,0.95779582174052,3,-3,(3;-3),Nuclear,-23.95045527,-23.92143174,-21.80378526,-69.67567228
275,276,22.90811636695063,21.24404507133663,-1.36201080144694,3,-1,(3;-1),Ligação,-1.335477805,-1.324602175,0.7980216272,-1.862058352
276,277,22.62282429977436,21.51376099106153,3.59853859921504,3,-1,(3;-1),Ligação,-0.3113338487,-0.243095251,1.069675413,0.515246313
277,278,20.4109320777028,17.21540599191551,4.76966739484394,3,-3,(3;-3),Nuclear,-745068.3389,-745066.3682,-745064.1703,-2235198.877
278,279,12.63338513568482,18.95717225033367,8.64451073495937,3,-1,(3;-1),Ligação,-1.514521333,-1.424883338,0.8218537149,-2.117550957
279,280,20.56107509430462,15.28101389891133,5.38028685530763,3,-3,(3;-3),Nuclear,-24.27263335,-24.26575345,-22.76351154,-71.30189834
280,281,23.04898692437347,18.44751003732159,5.07391913763449,3,-3,(3;-3),Nuclear,-746989.7738,-746983.2421,-746972.6704,-2240945.686
281,282,26.21672038592947,22.4166642131451,2.80407965333215,3,-1,(3;-1),Ligação,-0.3510278203,-0.3159576917,1.06022074,0.3932352275
282,283,23.49060981706165,18.50568607433526,7.09461220506144,3,-3,(3;-3),Nuclear,-252.0495625,-251.6390982,-143.0176523,-646.706313
283,284,26.89098546133983,20.16746377671745,-0.20038153992371,3,-1,(3;-1),Ligação,-0.414758188,-0.3183299675,1.057592778,0.324504622
284,285,23.31543983535473,21.14792360641451,4.01755344559271,3,-3,(3;-3),Nuclear,-745906.165,-745899.257,-745889.7548,-2237695.177
285,286,21.8080335832306,21.49444839761891,2.64382437427645,3,-3,(3;-3),Nuclear,-271.9875581,-271.8139144,-182.9441509,-726.7456233
286,287,24.53036837658591,22.92234725464692,-1.89317424121785,3,-1,(3;-1),Ligação,-1.341396224,-1.33694643,0.8031785835,-1.87516407
287,288,22.45740908923048,21.17293547973963,-1.23619337395768,3,-3,(3;-3),Nuclear,-21.5079049,-21.49997059,-19.47139073,-62.47926623
288,289,25.87979722347271,21.59957347754018,2.72876114934922,3,-3,(3;-3),Nuclear,-747177.7408,-747171.1001,-747161.893,-2241510.734
289,290,26.16744889542959,23.63555439514165,2.53295599934867,3,-3,(3;-3),Nuclear,-235.1494532,-234.7760988,-109.497408,-579.42296
290,291,26.07822328386704,20.35424561778331,0.11715987788077,3,-3,(3;-3),Nuclear,-747394.874,-747389.1169,-747376.3879,-2242160.379
291,292,28.0023464056406,20.57692950719637,-0.60642173925379,3,-3,(3;-3),Nuclear,-222.206669,-221.6076577,-88.62150587,-532.4358325
292,293,24.30565765382237,21.476737569814,-1.77634273555284,3,-3,(3;-3),Nuclear,-1638390.864,-1638389.814,-1638389.219,-4915169.897
293,294,24.58849866892242,20.65789305700522,-3.52114607643374,3,-3,(3;-3),Nuclear,-21.53661941,-21.52939337,-19.39902074,-62.46503352
294,295,24.60729504104146,23.39624904396762,-1.93017574785933,3,-3,(3;-3),Nuclear,-22.01640518,-22.01301525,-19.93166956,-63.96108999
295,296,18.44939613182285,18.51553669394933,6.50254850469589,3,-3,(3;-3),Nuclear,-747412.5632,-747406.9289,-747406.5659,-2242226.058
296,297,18.50419824479547,18.11113589170187,8.80234141470003,3,-3,(3;-3),Nuclear,-3221866.287,-3221848.456,-3221816.371,-9665531.114
297,298,12.63848797806135,18.46073490676223,9.94373919499104,3,-3,(3;-3),Nuclear,-1635671.613,-1635668.928,-1635647.607,-4906988.147
298,299,9.62632039458562,17.12634088987205,11.35109847156379,3,-1,(3;-1),Ligação,-0.5419677188,-0.4945720268,0.3824877196,-0.654052026
299,300,8.36400110932954,19.01010554985332,12.19437742915536,3,-1,(3;-1),Ligação,-0.8586920348,-0.8451370073,0.5004709748,-1.203358067
300,301,14.94675009137701,13.38566999373604,10.74641245747884,3,-1,(3;-1),Ligação,-0.7926078875,-0.6002162476,0.3345346686,-1.058289467
301,302,10.48496506531464,15.79835396383449,9.81607835922062,3,-1,(3;-1),Ligação,-0.8792749656,-0.8514948356,0.4931482117,-1.237621589
302,303,13.88067113860824,19.03425249577385,11.21979793929393,3,-3,(3;-3),Nuclear,-23.58599403,-23.55719974,-21.31608317,-68.45927695
303,304,10.8073446633274,16.54455311745087,10.83946952560114,3,-3,(3;-3),Nuclear,-745214.5096,-745212.5491,-745211.1571,-2235638.216
304,305,7.71056825137965,17.26256878149565,11.96279603891429,3,-1,(3;-1),Ligação,-1.114727523,-1.039188096,1.667590811,-0.4863248078
305,306,10.3114452313683,15.39131101941694,9.24504328892373,3,-3,(3;-3),Nuclear,-24.12446514,-24.112036,-22.6283265,-70.86482763
306,307,12.04511744461918,14.82301588119096,12.85013863768723,3,-3,(3;-3),Nuclear,-746751.0113,-746743.4899,-746734.0241,-2240228.525
307,308,12.53804858950464,15.96254113415013,14.50243425881542,3,-3,(3;-3),Nuclear,-282.3110718,-282.2693617,-206.5009799,-771.0814134
308,309,15.98141381057608,12.1679468827051,13.59846949230973,3,-3,(3;-3),Nuclear,-1637196.309,-1637194.782,-1637185.022,-4911576.113
309,310,15.74909900357497,12.00152248747949,15.416772676175,3,-3,(3;-3),Nuclear,-24.09068192,-24.06894915,-21.54886124,-69.70849231
310,311,14.41294094734645,13.48130609164034,11.97708632856475,3,-3,(3;-3),Nuclear,-745572.8023,-745570.2646,-745569.5744,-2236712.641
311,312,12.62912833295602,19.12143143215344,8.20813438932791,3,-3,(3;-3),Nuclear,-23.36242543,-23.33191431,-20.97274297,-67.6670827
312,313,17.87869814618567,11.18151001498639,12.30400736020702,3,-3,(3;-3),Nuclear,-745984.7107,-745984.4902,-745982.37,-2237951.571
313,314,14.74431846276099,14.01887347283288,7.9153140908925,3,-3,(3;-3),Nuclear,-23.99086392,-23.97887654,-22.52716252,-70.49690298
314,315,19.37717571055087,10.04379597808975,13.06856552188236,3,-3,(3;-3),Nuclear,-23.61157719,-23.59842845,-22.08024268,-69.29024832
315,316,17.60657620749683,11.80889953569613,9.91161616021281,3,-3,(3;-3),Nuclear,-1641026.0,-1641025.404,-1641005.858,-4923057.262
316,317,15.46551899181186,13.24131046335086,9.64516205008683,3,-3,(3;-3),Nuclear,-745876.8542,-745875.9588,-745874.6855,-2237627.499
317,318,8.35258879385027,17.71240259916933,11.88637742164151,3,-3,(3;-3),Nuclear,-747424.7685,-747418.843,-747418.6474,-2242262.259
318,319,6.45530677172062,16.37447873049871,12.11881333329182,3,-3,(3;-3),Nuclear,-3221735.745,-3221715.754,-3221681.808,-9665133.307
319,320,15.01108071325514,-9.14720240644725,13.71235216334858,3,-3,(3;-3),Nuclear,-23.29737984,-23.26552737,-20.90938474,-67.47229194
320,321,14.64632778934114,-2.40392594225356,16.16473911757529,3,-3,(3;-3),Nuclear,-24.43705029,-24.42325558,-23.09869839,-71.95900426
321,322,15.75994878749499,2.11972562135393,19.50350329010406,3,-3,(3;-3),Nuclear,-23.00676703,-22.97743711,-20.6774269,-66.66163105
322,323,16.95059150744107,8.47938406238991,24.26786047638712,3,-3,(3;-3),Nuclear,-24.07864353,-24.06396814,-22.69133871,-70.83395038
323,324,1.19748570165935,-4.37078809515364,4.93944155721776,3,-3,(3;-3),Nuclear,-23.53377601,-23.50250926,-21.2318498,-68.26813507
324,325,6.91249804598437,-5.80348465154011,5.34874354406214,3,-3,(3;-3),Nuclear,-23.61339446,-23.59917822,-22.17598185,-69.38855454
325,326,9.26216820662957,-2.29537147115314,-3.96640597658328,3,-3,(3;-3),Nuclear,-23.5417726,-23.51051131,-21.28759589,-68.33987981
326,327,13.99711513439054,-5.8142939146029,-4.53627085381785,3,-3,(3;-3),Nuclear,-23.91715325,-23.90228017,-22.49393061,-70.31336404
327,328,14.01496494009557,-2.92350257548238,-12.81450599335624,3,-3,(3;-3),Nuclear,-23.71120545,-23.67892348,-21.43558347,-68.8257124
328,329,19.46730814252635,-1.72731704103663,-11.41223981482942,3,-3,(3;-3),Nuclear,-23.79179348,-23.77664281,-22.3577255,-69.92616178
329,330,21.67525735041579,9.33660908363815,-17.31497105031292,3,-3,(3;-3),Nuclear,-23.02531879,-22.99421452,-20.6839496,-66.7034829
330,331,28.16648212193088,11.47650013831652,-16.76808223451203,3,-3,(3;-3),Nuclear,-23.72121586,-23.70798484,-22.24581396,-69.67501466
331,332,18.27559802073483,15.98667941891264,1.48431297411563,3,-3,(3;-3),Nuclear,-23.01338072,-22.98398946,-20.62632521,-66.62369539
332,333,17.03167065191516,19.73238207529536,5.62230373305118,3,-3,(3;-3),Nuclear,-24.20481591,-24.19123472,-22.86565142,-71.26170205
333,334,8.36352247766091,19.71456111269388,12.36427037415556,3,-3,(3;-3),Nuclear,-24.02996552,-24.01328357,-22.62417202,-70.66742111
334,335,5.59548128508987,1.9747645872742,8.39038733731814,3,-3,(3;-3),Nuclear,-745052.0642,-745050.9361,-745048.9387,-2235151.939
335,336,12.04322939205597,4.69786101814705,-7.15072650549816,3,-3,(3;-3),Nuclear,-745015.5057,-745014.5903,-745012.4117,-2235042.508
336,337,25.16549283132109,9.35036859122751,-10.10436961545948,3,-3,(3;-3),Nuclear,-745882.3092,-745881.385,-745872.5783,-2237636.272
337,338,23.31545021797999,21.14793348917281,4.01755934214828,3,-3,(3;-3),Nuclear,-745900.5091,-745889.6223,-745880.2286,-2237670.36
338,339,25.87980959111979,21.59957821296088,2.72876561150617,3,-3,(3;-3),Nuclear,-747168.97,-747163.7065,-747151.1201,-2241483.797
339,340,26.0782309132861,20.35424820050758,0.11716306642201,3,-3,(3;-3),Nuclear,-747386.8676,-747384.7855,-747366.6087,-2242138.262
340,341,24.30566710193376,21.47674596590555,-1.77634326510789,3,-3,(3;-3),Nuclear,-1638372.877,-1638371.689,-1638337.282,-4915081.849
341,342,15.98142020533772,12.16795136598907,13.59847461246426,3,-3,(3;-3),Nuclear,-1637185.428,-1637184.057,-1637157.669,-4911527.155
