,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
0,1,13.84791310220329,-7.80267885076522,13.17328099626591,3,-3,(3;-3),Nuclear,-1635091.481,-1635087.832,-1635066.589,-4905245.902
1,2,14.30029851414375,-6.24556328358953,13.00946228490155,3,-1,(3;-1),Ligação,-0.5448296741,-0.5057320311,0.3852642388,-0.6652974663
2,3,13.91460909475754,-2.72403703691876,10.08065208295157,3,-1,(3;-1),Ligação,-0.4821919867,-0.4800254244,0.3476104854,-0.6146069257
3,4,9.63273524240734,-2.74920276638647,9.38838583600636,3,1,(3;+1),Anel,-0.0003861879345,0.0001733201969,0.002737158643,0.002524290905
4,5,15.90429192220697,-5.0728637189107,13.03332920847058,3,-1,(3;-1),Ligação,-0.8507458417,-0.8325192835,0.4819994815,-1.201265644
5,6,9.56576698603595,-0.86529592659687,9.66947370074675,3,-1,(3;-1),Ligação,-0.0005923656841,-0.0003371964964,0.004350018787,0.003420456606
6,7,15.89085743935346,2.18176376632274,14.14504419711164,3,1,(3;+1),Anel,-3.201323877e-05,2.049456744e-05,0.000306127211,0.0002946085397
7,8,12.77225538521416,-4.59865615405089,9.89309200769791,3,-1,(3;-1),Ligação,-0.8216564562,-0.8182924677,0.4679442274,-1.172004696
8,9,14.26582337685112,-4.63296327292781,11.50457293744749,3,-1,(3;-1),Ligação,-0.4538696239,-0.4371304104,0.3505472695,-0.5404527648
9,10,14.87107311077718,-4.72311206581994,9.18923456617585,3,-1,(3;-1),Ligação,-0.4801417327,-0.477748812,0.3471425402,-0.6107480045
10,11,9.48950259155072,-3.09377258562442,9.27525874730515,3,-1,(3;-1),Ligação,-0.000389534965,-0.0001437679289,0.002897698517,0.002364395623
11,12,11.30357734180842,0.61030309452767,7.77285571291548,3,-1,(3;-1),Ligação,-0.001860638149,-0.00107434529,0.011229769,0.008294785558
12,13,9.67928513615686,-0.472885149696,9.28235118409219,3,1,(3;+1),Anel,-0.0005755320747,0.0004549243965,0.003770200357,0.003649592679
13,14,14.9273001682854,-0.80736860678192,10.47802551251383,3,-1,(3;-1),Ligação,-0.7908777284,-0.7876003321,0.4471338977,-1.131344163
14,15,13.87202160384155,5.90832922429211,9.02603974934732,3,1,(3;+1),Anel,-8.972095744e-07,2.413918527e-06,1.026175216e-05,1.177846111e-05
15,16,14.29027156733695,-3.66515554319863,2.80144402176046,3,-1,(3;-1),Ligação,-6.831714805e-05,-5.223250083e-05,0.0005926007053,0.0004720510565
16,17,15.06634207618444,0.037745912646,17.7793756037202,3,-1,(3;-1),Ligação,-0.0008264237237,-0.0007230294595,0.005002040504,0.00345258732
17,18,11.88979923047914,-4.09838930451415,5.18252480680363,3,-1,(3;-1),Ligação,-0.0001903254146,-0.0001311771803,0.001739796427,0.001418293832
18,19,11.51190666919636,-4.00628149214083,5.95313334926879,3,1,(3;+1),Anel,-0.0001150747485,0.0001624388519,0.001470306579,0.001517670682
19,20,14.02905675111738,-4.35464856942373,13.88596273253407,3,-1,(3;-1),Ligação,-0.5199364439,-0.4996386719,0.3784288699,-0.6411462458
20,21,12.51234617970943,-8.04721670661972,12.87681074658079,3,-1,(3;-1),Ligação,-1.479739387,-1.391755364,0.8278526066,-2.043642144
21,22,7.6805169759933,0.10489222121533,4.45651385213973,3,-1,(3;-1),Ligação,-0.002409073918,-0.001419310866,0.02069834915,0.01686996437
22,23,14.71656434183347,-8.81097006245416,13.57761931600398,3,-1,(3;-1),Ligação,-1.510097429,-1.417916777,0.8173219204,-2.110692286
23,24,11.06667279386461,8.55586903253798,8.24687048054882,3,-1,(3;-1),Ligação,-4.929652464e-06,-4.268437548e-06,4.988950184e-05,4.069141183e-05
24,25,6.86604114222467,-5.11704201498906,5.16152357474934,3,-1,(3;-1),Ligação,-0.8634091701,-0.8547668246,0.5064026773,-1.211773317
25,26,7.30301841621894,-3.4734659671039,4.31785024153584,3,-1,(3;-1),Ligação,-1.11755463,-1.057625958,1.695625073,-0.4795555149
26,27,16.09441682283715,2.51431781512185,13.70493906830759,3,-1,(3;-1),Ligação,-3.591028271e-05,-1.643728969e-05,0.0003556464086,0.0003032988362
27,28,12.05316138500947,-8.12889215402365,12.77426890288026,3,-3,(3;-3),Nuclear,-23.52354147,-23.49500702,-21.20444298,-68.22299148
28,29,12.8694445044068,-0.8323690965815,10.60216951850038,3,-1,(3;-1),Ligação,-0.8075457619,-0.8030926297,0.4577424779,-1.152895914
29,30,7.01605175089583,-0.04203611158127,4.58012039136608,3,1,(3;+1),Anel,-0.001502534606,0.003300351796,0.01554282226,0.01734063945
30,31,14.18860760444875,-2.80183768810071,15.73531151604921,3,-1,(3;-1),Ligação,-0.834354331,-0.8299984019,0.4897587547,-1.174593978
31,32,13.40077306799157,-3.6230697414757,2.97856465674552,3,1,(3;+1),Anel,-5.934069439e-05,8.66541835e-05,0.0004141868549,0.0004415003441
32,33,12.59607122008758,-3.50957556621251,15.06529801984672,3,-1,(3;-1),Ligação,-1.103915285,-1.029950647,1.640156668,-0.4937092636
33,34,14.62458986324572,-5.14194586315912,12.89171206091184,3,-3,(3;-3),Nuclear,-745305.4785,-745303.4792,-745302.2453,-2235911.203
34,35,16.9562193116617,15.78129808934817,9.13068040782906,3,-1,(3;-1),Ligação,-0.004402796473,-0.003375221432,0.03388038232,0.02610236441
35,36,16.85067490441496,-4.61426222153105,8.23378258425041,3,-1,(3;-1),Ligação,-0.792713295,-0.7874845161,0.4496089275,-1.130588884
36,37,15.25082173579348,-5.1806874432301,7.05957068091708,3,-1,(3;-1),Ligação,-0.8012388407,-0.7951570174,0.4527509985,-1.14364486
37,38,18.00051805972687,12.14687943245741,-4.21097342802395,3,1,(3;+1),Anel,-5.998192579e-08,1.525827643e-07,7.569387901e-07,8.495396287e-07
38,39,18.40782861511278,8.58059810173135,14.45400042499117,3,-1,(3;-1),Ligação,-0.005104641617,-0.003974638553,0.03190187912,0.02282259896
39,40,16.0096782872361,-6.48727162743486,8.47980232493402,3,-1,(3;-1),Ligação,-0.8148347175,-0.8106101969,0.4630627183,-1.162382196
40,41,13.80194298480274,-0.93982300777739,8.75732874793193,3,-1,(3;-1),Ligação,-0.7957948227,-0.7935588787,0.4524103372,-1.136943364
41,42,8.36400110942884,19.0101055499205,12.1943774290203,3,-1,(3;-1),Ligação,-0.8586920349,-0.8451370073,0.5004709747,-1.203358068
42,43,9.19043856677388,-3.16599036308418,0.75929713632993,3,-1,(3;-1),Ligação,-0.008156799115,-0.007143685674,0.0465444795,0.03124399471
43,44,16.64603606442226,-5.03841900189655,13.10980303203534,3,-3,(3;-3),Nuclear,-24.73038927,-24.7259181,-23.31503418,-72.77134155
44,45,16.04470398464628,4.9762170728007,20.54826304006757,3,-1,(3;-1),Ligação,-0.5469287141,-0.4988368028,0.4149985817,-0.6307669352
45,46,13.93673057277129,-4.17062540222377,10.17050633078407,3,-3,(3;-3),Nuclear,-745294.7819,-745293.9628,-745293.1407,-2235881.885
46,47,5.65227345392847,-3.02209622258096,5.37782526182072,3,-1,(3;-1),Ligação,-0.5310503122,-0.507675129,0.3868354112,-0.65189003
47,48,16.02370770201739,11.67554371577137,-2.53676677864394,3,-1,(3;-1),Ligação,-1.121214303e-07,-9.649174147e-08,1.573706296e-06,1.365093124e-06
48,49,23.44306298098483,16.38649212686807,-6.9519934771201,3,-1,(3;-1),Ligação,-3.22325903e-06,-2.435625093e-06,2.218589309e-05,1.652700896e-05
49,50,12.0766004861473,-4.85088042767664,9.71781259694101,3,-3,(3;-3),Nuclear,-24.95561274,-24.9543039,-23.57807285,-73.48798948
50,51,20.50431584498317,15.96361286547888,5.17204431542459,3,-1,(3;-1),Ligação,-0.8893810292,-0.876869093,0.5098441047,-1.256406017
51,52,4.26709710862708,-1.34645989407203,5.0596337495945,3,-1,(3;-1),Ligação,-0.8611130576,-0.8427299291,0.4917084885,-1.212134498
52,53,13.8781488293088,-1.27934470875607,9.97586430592997,3,-3,(3;-3),Nuclear,-745266.0172,-745265.4152,-745265.1204,-2235796.553
53,54,18.88082136289802,9.17439210560905,15.21425196485715,3,1,(3;+1),Anel,-0.003722771633,0.007321395047,0.01627560621,0.01987422962
54,55,26.42342654370735,15.06567983917759,-4.17307961242098,3,-1,(3;-1),Ligação,-3.267921169e-06,-1.522323058e-06,3.89153291e-05,3.412508487e-05
55,56,19.26225499539104,14.07184559704253,7.44637310060298,3,-1,(3;-1),Ligação,-0.001067134222,-0.0002954778848,0.007380897673,0.006018285566
56,57,12.26249344334416,-0.56345339065335,10.97358729917244,3,-3,(3;-3),Nuclear,-24.55406088,-24.55185011,-23.17854021,-72.2844512
57,58,13.54279132068372,-2.29433139929635,-1.40074903637474,3,-1,(3;-1),Ligação,-0.8443687545,-0.8260139558,0.4758797009,-1.194503009
58,59,18.72421282027938,5.42739565341032,16.54646160974419,3,-1,(3;-1),Ligação,-1.977768122,-1.933953424,1.132233698,-2.779487847
59,60,17.7569772637111,11.43506127997401,11.39408268396998,3,-1,(3;-1),Ligação,-0.9415318108,-0.7512089022,0.3692296838,-1.323511029
60,61,19.16530582307456,14.27049097935455,7.55576067630286,3,1,(3;+1),Anel,-0.0009798200748,0.0003454412999,0.00689857328,0.006264194505
61,62,8.69021167381958,2.20658327346715,6.70337893203597,3,-1,(3;-1),Ligação,-0.8170685262,-0.8116870915,0.4662481908,-1.162507427
62,63,26.29589933437599,5.44118003966258,-7.61747283987657,3,-1,(3;-1),Ligação,-0.7752936281,-0.6279488645,0.3447453988,-1.058497094
63,64,17.06964714934774,10.73437516176104,16.67251011218769,3,1,(3;+1),Anel,-0.002946246233,0.002737881192,0.0189884044,0.01878003936
64,65,14.21728421660426,-5.13202478637312,-4.47266219786375,3,-1,(3;-1),Ligação,-0.8635943304,-0.8538622704,0.5041608297,-1.213295771
65,66,29.43988836697339,3.3820506477984,-5.87768387774038,3,-1,(3;-1),Ligação,-2.00025947,-1.954356008,1.144454549,-2.810160929
66,67,13.75416353892863,-0.72884857288369,8.02367274117232,3,-3,(3;-3),Nuclear,-24.51688908,-24.51621947,-23.16532407,-72.19843262
67,68,4.92643992140954,-1.60898036524717,7.18701408399836,3,-1,(3;-1),Ligação,-0.4786966993,-0.4144180736,0.3458754266,-0.5472393463
68,69,25.23026992433802,15.91014680213837,-5.87013158298276,3,1,(3;+1),Anel,-2.671901206e-06,2.377037384e-07,3.420122337e-05,3.176702591e-05
69,70,14.60984773837945,0.7956635632097,-5.75179385204673,3,1,(3;+1),Anel,-0.0008130065627,0.001135013164,0.00455024022,0.004872246822
70,71,17.94347986321185,11.19182949423352,15.93226880995521,3,1,(3;+1),Anel,-0.003211527202,0.0002857303895,0.02363433615,0.02070853933
71,72,15.67859642726878,18.31623775854833,9.51577079309415,3,-1,(3;-1),Ligação,-0.00553177097,-0.003529146472,0.03457284287,0.02551192543
72,73,15.57116003902946,-0.51089561931347,10.78577581715008,3,-3,(3;-3),Nuclear,-24.75310584,-24.75177682,-23.41622485,-72.92110751
73,74,16.96971031340143,6.79298624069719,19.79114495198939,3,-1,(3;-1),Ligação,-0.4966667136,-0.4712618829,0.3684139054,-0.599514691
74,75,16.21061130814164,12.40881808345417,11.53452208610804,3,1,(3;+1),Anel,-0.0641629419,0.2045015932,0.2608557467,0.401194398
75,76,5.45217516395077,0.57729021862025,8.4148491176481,3,-1,(3;-1),Ligação,-0.4675703561,-0.4304181248,0.3420099223,-0.5559785585
76,77,11.44268722778779,15.74695720646042,11.85496316162408,3,-1,(3;-1),Ligação,-0.4723937473,-0.4385186539,0.3454750602,-0.565437341
77,78,26.60291429720314,8.99772695722683,-12.32960548342766,3,-1,(3;-1),Ligação,-0.008536691896,-0.002956410875,0.05970025659,0.04820715382
78,79,15.77165419727173,-5.26666655947058,8.20897046456199,3,-3,(3;-3),Nuclear,-745262.6363,-745261.7421,-745261.416,-2235785.794
79,80,6.61705809716264,2.41745744163761,7.4321053142307,3,-1,(3;-1),Ligação,-0.4857014981,-0.4776046516,0.3430712401,-0.6202349096
80,81,16.21092035312454,6.57468299004882,22.01900010704301,3,-1,(3;-1),Ligação,-0.5150067033,-0.4811981729,0.3757678061,-0.6204370701
81,82,15.7835673050271,10.42624911512632,16.71045227550371,3,-1,(3;-1),Ligação,-0.005073285389,-0.004555148144,0.03003009374,0.02040166021
82,83,17.35662366119611,7.2057766309764,17.82665691036406,3,-1,(3;-1),Ligação,-0.5528322833,-0.5390067277,0.3869935175,-0.7048454935
83,84,16.15302474185405,-7.21110197660303,8.63916090702224,3,-3,(3;-3),Nuclear,-24.4754831,-24.47513429,-23.08639678,-72.03701417
84,85,17.51345113164537,-4.22186434792384,8.24286557146881,3,-3,(3;-3),Nuclear,-24.65173101,-24.65096706,-23.31389889,-72.61659695
85,86,16.83374531979204,9.51845433782649,15.5380610096378,3,1,(3;+1),Anel,-0.0008319254255,0.002575884459,0.01326760627,0.01501156531
86,87,13.26918621424191,-0.90997803801426,-2.99647211258626,3,-1,(3;-1),Ligação,-0.8525990946,-0.8245159515,0.4807682093,-1.196346837
87,88,14.94115381937693,-5.13503013225244,6.36207801455698,3,-3,(3;-3),Nuclear,-24.57002101,-24.56920495,-23.21002664,-72.3492526
88,89,26.48548910931509,9.25593885434958,-12.48616427640452,3,1,(3;+1),Anel,-0.008799092152,0.003493800707,0.05799116589,0.05268587445
89,90,18.85365662198402,10.44437105640683,12.81078059805865,3,-1,(3;-1),Ligação,-0.8923952667,-0.8534288442,0.4919607596,-1.253863351
90,91,13.37926034468895,-3.51111100041182,14.97230048194575,3,-3,(3;-3),Nuclear,-747266.7821,-747261.0827,-747260.4308,-2241788.296
91,92,11.05868029617777,-3.51111109798885,15.23497184323174,3,-3,(3;-3),Nuclear,-3221680.767,-3221662.271,-3221629.463,-9664972.501
92,93,5.05078008152099,-1.32038195091346,9.19774446407466,3,-1,(3;-1),Ligação,-0.3686618773,-0.3134617821,1.030109044,0.3479853842
93,94,15.09702242921623,3.76055553317541,20.10479633502811,3,-3,(3;-3),Nuclear,-1634798.456,-1634793.907,-1634771.682,-4904364.045
94,95,17.89964479104274,5.39190798113613,21.23106876294176,3,-1,(3;-1),Ligação,-0.8395575836,-0.8161366761,0.4752418304,-1.180452429
95,96,15.59351026445264,2.53275065803727,19.65396822892838,3,-1,(3;-1),Ligação,-1.47318426,-1.384949149,0.8089650835,-2.049168325
96,97,19.63717845038304,10.09810236097996,17.88074859202465,3,-1,(3;-1),Ligação,-0.8001818051,-0.7951736494,0.4522818332,-1.143073621
97,98,16.112042106482,8.40449883523532,18.47220504403281,3,-1,(3;-1),Ligação,-0.8612436167,-0.8282421625,0.4775833191,-1.21190246
98,99,18.68522212333461,2.65236099610404,-11.4365663235271,3,1,(3;+1),Anel,-0.008094647999,0.005128653377,0.05185015991,0.04888416529
99,100,13.72868263704325,4.03515570154614,20.19963111777928,3,-1,(3;-1),Ligação,-1.47676229,-1.390361533,0.8193241336,-2.047799689
100,101,18.27423842594562,8.63746388540989,18.8225941541997,3,-1,(3;-1),Ligação,-0.5200430212,-0.5009481739,0.36173804,-0.6592531551
101,102,17.19022293356305,9.70813665759107,15.62918604796171,3,3,(3;+3),Cela,0.0009690305802,0.002725240741,0.01166280302,0.01535707434
102,103,16.49214444802605,8.05927790290206,23.88388581041531,3,-1,(3;-1),Ligação,-0.8469989946,-0.8373329814,0.4950707814,-1.189261195
103,104,14.88895178896676,7.19847144466815,23.40039212190445,3,-1,(3;-1),Ligação,-1.10931281,-1.020550547,1.63937308,-0.4904902769
104,105,12.94436738871428,1.62005876538806,-4.42377926723707,3,-1,(3;-1),Ligação,-0.004671955772,-0.004616698981,0.02402271698,0.01473406223
105,106,13.26671748421524,4.12949001977523,20.2338377683555,3,-3,(3;-3),Nuclear,-23.21530897,-23.18777589,-20.89235113,-67.29543599
106,107,15.00893633203395,13.73746698278451,8.53495089859066,3,-1,(3;-1),Ligação,-0.8594859032,-0.8268619132,0.4725747366,-1.21377308
107,108,12.05310851854148,15.13259508931933,13.73285284298687,3,-1,(3;-1),Ligação,-0.4441423828,-0.3466556839,1.028722435,0.2379243686
108,109,19.40532850949963,10.36617641622965,15.20674199009078,3,-1,(3;-1),Ligação,-0.006987803476,-0.006139539137,0.03910978374,0.02598244113
109,110,17.88110247342183,11.19757449689066,16.01183719130836,3,-1,(3;-1),Ligação,-0.003265299113,-0.0002668037047,0.02408650697,0.02055440416
110,111,16.7580905280155,5.87893752515243,20.8890323910567,3,-3,(3;-3),Nuclear,-745327.5342,-745325.8562,-745324.9643,-2235978.355
111,112,19.03188621199889,10.44770035868181,19.81286671041645,3,-1,(3;-1),Ligação,-0.7884998004,-0.7860549372,0.4461689086,-1.128385829
112,113,18.55620509029261,5.09399734289256,21.43382838387265,3,-3,(3;-3),Nuclear,-24.55596418,-24.54700357,-23.15558738,-72.25855514
113,114,13.55925622062664,18.8852696913225,10.88997539655657,3,-1,(3;-1),Ligação,-1.457920734,-1.369223497,0.8303868225,-1.996757408
114,115,17.17194187757635,7.71764084455934,18.6402572105651,3,-3,(3;-3),Nuclear,-745469.5167,-745466.1483,-745465.6574,-2236401.322
115,116,20.37878033330939,8.93599040108582,19.42546690898629,3,-1,(3;-1),Ligação,-0.8000150673,-0.7978152391,0.4541496618,-1.143680645
116,117,17.22684741742115,11.51368818254177,12.76832248448124,3,-1,(3;-1),Ligação,-0.8529768482,-0.7115803039,0.6378529079,-0.9267042443
117,118,15.48089584405142,8.81701029558466,18.37896302449936,3,-3,(3;-3),Nuclear,-25.32925716,-25.32101393,-23.94419694,-74.59446804
118,119,13.28370910389535,14.17372548967916,12.43579380676812,3,-1,(3;-1),Ligação,-0.5211256281,-0.444727271,0.3384390854,-0.6274138137
119,120,15.80419740410318,12.0447763083535,14.96788833297569,3,-1,(3;-1),Ligação,-1.616824969,-1.5581417,0.852161974,-2.322804695
120,121,18.83210880447309,10.99748410574303,20.31831317428877,3,-3,(3;-3),Nuclear,-24.68689301,-24.68602783,-23.34917334,-72.72209418
121,122,17.62736702507554,6.36459730586519,16.35747198636331,3,-3,(3;-3),Nuclear,-3217100.346,-3217068.804,-3217043.797,-9651212.947
